Name,URL,YearStarted,YearEnded,Position,SquadHistory,IsActive
Taylor Foran,https://fbref.com/en/players/29c9978a/Taylor-Foran,2020,2025,DF,"Arsenal U21, Hartlepool United, Arsenal U23",No
Adrian Forbes,https://fbref.com/en/players/ec5d78d7/Adrian-Forbes,2002,2010,MF,"Norwich City, Luton Town, Swansea City, Blackpool, Grimsby Town, Millwall",No
Andy Forbes,https://fbref.com/en/players/fa5347bc/Andy-Forbes,2014,2015,FW,,No
Daniel Forbes,https://fbref.com/en/players/48a19c95/Daniel-Forbes,2024,2025,DF,,Yes
Elliot Forbes,https://fbref.com/en/players/b82f39cb/Elliot-Forbes,2018,2023,MF,Gateshead,No
Kieron Forbes,https://fbref.com/en/players/3af5e739/Kieron-Forbes,2010,2016,MF,"Forest Green Rovers, Aldershot Town",No
Terrell Forbes,https://fbref.com/en/players/1ca98ff3/Terrell-Forbes,2002,2013,DF,"Yeovil Town, Queens Park Rangers, Leyton Orient, Oldham Athletic, Grimsby Town, Chesterfield, Alders",No
Bobby Ford,https://fbref.com/en/players/993cf108/Bobby-Ford,2001,2003,MF,"Sheffield United, Oxford United",No
Mark Ford,https://fbref.com/en/players/94ed2b9c/Mark-Ford,1993,2003,MF,"Burnley, Leeds United, Darlington",No
Nathaniel Ford,https://fbref.com/en/players/728d7c07/Nathaniel-Ford,2023,2026,GK,FC Halifax Town,Yes
Samuel Ford,https://fbref.com/en/players/874c3caf/Samuel-Ford,2016,2022,FW,Arbroath,No
Jermaine Fordah,https://fbref.com/en/players/d8d753b1/Jermaine-Fordah,2019,2024,GK,"Loudoun United, El Paso Locomotive",No
E. Forde,https://fbref.com/en/players/32b30996/E-Forde,2017,2019,FW,,No
Romari Forde,https://fbref.com/en/players/797a8e6c/Romari-Forde,2024,2025,FW,Arsenal U21,Yes
Ryan Forde,https://fbref.com/en/players/28bf1551/Ryan-Forde,2022,2023,GK,,No
Shaqai Forde,https://fbref.com/en/players/ebeac9e5/Shaqai-Forde,2021,2026,MF,"Bristol Rovers, Leyton Orient, York City",Yes
Tommy Forecast,https://fbref.com/en/players/4794388b/Tommy-Forecast,2009,2014,GK,"Eastbourne Borough, Grimsby Town",No
Howard Forinton,https://fbref.com/en/players/ae0b3fc7/Howard-Forinton,2002,2003,FW,Birmingham City,No
Danny Forrest,https://fbref.com/en/players/73fd7a0b/Danny-Forrest,2002,2011,"FW,MF","Crawley Town, Halifax Town, Bradford City, Barrow",No
George Forrest,https://fbref.com/en/players/3fcb31b0/George-Forrest,2021,,DF,Waterford United,Yes
Mark Forrest,https://fbref.com/en/players/ff8e9e79/Mark-Forrest,2019,2020,FW,Pittsburgh Riverhounds,No
Anton Forrester,https://fbref.com/en/players/4ada828e/Anton-Forrester,2013,2018,FW,"Port Vale, Bury, Morecambe",No
Harry Forrester,https://fbref.com/en/players/13879b4a/Harry-Forrester,2010,2022,MF,"Doncaster Rovers, Brentford, AFC Wimbledon, Orange County SC, Rangers, Kilmarnock",No
Jamie Forrester,https://fbref.com/en/players/32f6c811/Jamie-Forrester,1992,2009,FW,"Lincoln City, Bristol Rovers, Hull City, Notts County, Northampton Town, Leeds United",No
William Forrester,https://fbref.com/en/players/d1c76d12/William-Forrester,2017,2025,DF,"Stoke City U23, Bolton Wanderers, Port Vale, Mansfield Town, Stoke City",Yes
Adam Forshaw,https://fbref.com/en/players/9f1938ab/Adam-Forshaw,2009,2026,MF,"Blackburn Rovers, Blackburn Rovers U21, Middlesbrough, Leeds United, Brentford, Plymouth Argyle, Wig",Yes
Lewis Forshaw,https://fbref.com/en/players/165e06d4/Lewis-Forshaw,2025,2026,GK,Burnley U21,Yes
Omari Forson,https://fbref.com/en/players/1b9728b0/Omari-Forson,2020,2025,MF,"Manchester United U21, Monza, Manchester United, Manchester United U23",Yes
Adam Forster,https://fbref.com/en/players/0ca5ee26/Adam-Forster,2023,,GK,,No
Fraser Forster,https://fbref.com/en/players/c3e39f12/Fraser-Forster,2008,2025,GK,"Celtic, Southampton, Norwich City, Tottenham Hotspur, Stockport County, England, Bristol Rovers, Sou",No
Harry Forster,https://fbref.com/en/players/417e59fe/Harry-Forster,2020,2026,MF,"Crawley Town, Bromley",Yes
Nicky Forster,https://fbref.com/en/players/8947bae8/Nicky-Forster,2002,2011,FW,"Reading, Brentford, Brighton & Hove Albion, Birmingham City, Hull City, Ipswich Town, Charlton Athle",No
Jake Forster-Caskey,https://fbref.com/en/players/e9ec272c/Jake-Forster-Caskey,2009,2026,MF,"Woking, Charlton Athletic, Brighton & Hove Albion, Stevenage, Milton Keynes Dons, Oxford United, Rot",Yes
Richard Forsyth,https://fbref.com/en/players/708b8d51/Richard-Forsyth,2002,2004,MF,"Stoke City, Cheltenham Town, Birmingham City, Blackpool, Peterborough United",No
Clayton Fortune,https://fbref.com/en/players/77d55e19/Clayton-Fortune,2002,2015,"DF,MF","Bristol City, Port Vale, Leyton Orient, Aldershot Town, Darlington",No
Jonathan Fortune,https://fbref.com/en/players/dfa0cd77/Jonathan-Fortune,2001,2013,DF,"Charlton Athletic, Stoke City, Barnet, Sheffield United, Exeter City",No
Leo Fortune-West,https://fbref.com/en/players/d237a6bc/Leo-Fortune-West,2002,2008,FW,"Cardiff City, Doncaster Rovers, Cambridge United, Shrewsbury Town, York City, Brentford, Rushden & D",No
Ben Foster,https://fbref.com/en/players/d0b3ceb9/Ben-Foster,2004,2024,GK,"West Bromwich Albion, Watford, Birmingham City, Wrexham, Manchester United, England",No
Colin Foster,https://fbref.com/en/players/9cad3aa8/Colin-Foster,1993,1994,DF,"Watford, West Ham United",No
Danny Foster,https://fbref.com/en/players/91ded65e/Danny-Foster,2006,2013,DF,"Dagenham & Redbridge, Wycombe Wanderers, Brentford",No
Harvey Foster,https://fbref.com/en/players/32cb6a77/Harvey-Foster,2024,2025,MF,,Yes
Ian Foster,https://fbref.com/en/players/41e61417/Ian-Foster,2002,2005,FW,Kidderminster Harriers,No
James Foster,https://fbref.com/en/players/644af4f3/James-Foster,2019,2021,MF,,No
John Foster,https://fbref.com/en/players/54c740c2/John-Foster,1993,1996,DF,Manchester City,No
Luke Foster,https://fbref.com/en/players/77e6a4c1/Luke-Foster,2005,2016,DF,"Oxford United, Southport, Lincoln City, Stevenage, Mansfield Town, Preston North End, York City, Rot",No
Martin Foster,https://fbref.com/en/players/61db6b47/Martin-Foster,2006,2008,MF,"Halifax Town, Rushden & Diamonds, Oxford United",No
Owen Foster,https://fbref.com/en/players/b08a2a4b/Owen-Foster,2021,2026,GK,"Middlesbrough U21, Scunthorpe United",Yes
Stephen Foster,https://fbref.com/en/players/4c8f2100/Stephen-Foster,2001,2014,DF,"Barnsley, Crewe Alexandra, Burnley, Tranmere Rovers",No
Steve Foster,https://fbref.com/en/players/5b9db046/Steve-Foster,2014,2015,FW,,No
Steve Foster,https://fbref.com/en/players/6d722254/Steve-Foster,1982,,DF,,No
Steve Foster,https://fbref.com/en/players/b79e92d6/Steve-Foster,2003,2011,DF,"Brighton & Hove Albion, Darlington, Scunthorpe United, Doncaster Rovers, Mansfield Town",No
Wayne Foster,https://fbref.com/en/players/86119872/Wayne-Foster,1990,1993,FW,Heart of Midlothian,No
Bradley Foster-Theniger,https://fbref.com/en/players/6351d472/Bradley-Foster-Theniger,2019,2026,GK,"Ross County, West Bromwich Albion U21, Derby County U23",Yes
Andrew Fotiadis,https://fbref.com/en/players/30e00d1c/Andrew-Fotiadis,2002,2004,FW,"Luton Town, Peterborough United",No
Ben Foulds,https://fbref.com/en/players/03ef42c7/Ben-Foulds,2016,2017,MF,,No
Matty Foulds,https://fbref.com/en/players/d30d5a43/Matty-Foulds,2015,2026,DF,"St Johnstone, Harrogate Town FC, Everton U23, Bradford City",Yes
Harrison Foulkes,https://fbref.com/en/players/29559460/Harrison-Foulkes,2021,2023,GK,"Derby County U23, Derby County U21",No
Joe Foulkes,https://fbref.com/en/players/46ba7ff4/Joe-Foulkes,2021,2024,DF,Walsall,No
Max Foulkes,https://fbref.com/en/players/c0b2f420/Max-Foulkes,2023,2024,GK,,No
George Fowler,https://fbref.com/en/players/696f45ce/George-Fowler,2016,2025,"DF,MF","Aldershot Town, Maidstone United",No
Jason Fowler,https://fbref.com/en/players/c7d9eb8a/Jason-Fowler,2002,2005,MF,"Cardiff City, Torquay United",No
Jordan Fowler,https://fbref.com/en/players/79d7aa75/Jordan-Fowler,2004,2005,MF,Chesterfield,No
Josh Fowler,https://fbref.com/en/players/075c2f1d/Josh-Fowler,2025,2026,FW,Queen's Park FC,Yes
Michael Fowler,https://fbref.com/en/players/8499016d/Michael-Fowler,2020,2021,MF,,No
Robbie Fowler,https://fbref.com/en/players/7cd34266/Robbie-Fowler,1993,2011,FW,"Liverpool, Manchester City, Leeds United, Perth Glory, North Queensland Fury, Cardiff City, Blackbur",No
Andrew Fox,https://fbref.com/en/players/681d6136/Andrew-Fox,2015,2024,DF,"El Paso Locomotive, Orange County SC, Grimsby Town, Peterborough United, AFC Eskilstuna, Stevenage,",No
Ben Fox,https://fbref.com/en/players/c62f13f2/Ben-Fox,2016,2026,"DF,MF","Harrogate Town FC, Northampton Town, Burton Albion, Grimsby Town, Gateshead, Solihull Moors",Yes
Charlie Fox,https://fbref.com/en/players/b6e60087/Charlie-Fox,2018,2026,DF,"Queen's Park FC, Bromley",Yes
David Fox,https://fbref.com/en/players/102a7473/David-Fox,2004,2019,MF,"Plymouth Argyle, Blackpool, Norwich City, Colchester United, Crewe Alexandra, Barnsley, Shrewsbury T",No
Harvey Fox,https://fbref.com/en/players/2899bc85/Harvey-Fox,2021,2024,DF,,No
Jorja Fox,https://fbref.com/en/players/d9bf8d2e/Jorja-Fox,2020,2023,DF,"Brighton & Hove Albion, Chelsea",No
Nathan Fox,https://fbref.com/en/players/4ff3f917/Nathan-Fox,2009,2022,MF,,No
Darren Foxley,https://fbref.com/en/players/e0c7faae/Darren-Foxley,2020,2021,FW,,No
Matthew Foy,https://fbref.com/en/players/c68b74eb/Matthew-Foy,2014,2019,DF,,No
Osman Foyo,https://fbref.com/en/players/bf551a24/Osman-Foyo,2024,2026,MF,AFC Wimbledon,Yes
John Frain,https://fbref.com/en/players/62ba9726/John-Frain,2002,2003,"DF,MF","Birmingham City, Northampton Town",No
Andy Frampton,https://fbref.com/en/players/562670f9/Andy-Frampton,2001,2015,DF,"Brentford, Millwall, Gillingham, AFC Wimbledon, Crystal Palace, Swindon Town",No
Ryan France,https://fbref.com/en/players/8b770249/Ryan-France,2003,2010,"DF,MF","Hull City, Sheffield United",No
Aidan Francis,https://fbref.com/en/players/38c29201/Aidan-Francis,2021,2026,DF,"Braintree Town, Dagenham & Redbridge",Yes
Akeel Francis,https://fbref.com/en/players/ebef8260/Akeel-Francis,2017,2018,FW,,No
Chris Francis,https://fbref.com/en/players/cffba09d/Chris-Francis,2022,2025,DF,"Dagenham & Redbridge, Crystal Palace U21",Yes
Ed Francis,https://fbref.com/en/players/a355a77f/Ed-Francis,2016,2026,"DF,MF","Exeter City, Gateshead, Notts County, Manchester City U23, Harrogate Town FC, Wolverhampton Wanderer",Yes
Mark Francis,https://fbref.com/en/players/b808d229/Mark-Francis,2012,2016,MF,,No
Sean Francis,https://fbref.com/en/players/61a5ce3d/Sean-Francis,2014,2015,DF,,No
Simon Francis,https://fbref.com/en/players/1e0b6a73/Simon-Francis,2002,2020,DF,"Bournemouth, Southend United, Bradford City, Charlton Athletic, Tranmere Rovers, Sheffield United, G",No
Trevor Francis,https://fbref.com/en/players/849dbec1/Trevor-Francis,1982,1994,FW,"Sheffield Wednesday, England",No
Willis Francis,https://fbref.com/en/players/02fa2abc/Willis-Francis,2002,2004,MF,Notts County,No
Tashan Francis-Adeyinka,https://fbref.com/en/players/40d0f9e8/Tashan-Francis-Adeyinka,2015,2016,FW,,No
Ackeme Francis-Burrell,https://fbref.com/en/players/dd4de0a9/Ackeme-Francis-Burrell,2021,2025,MF,,Yes
George Francomb,https://fbref.com/en/players/20b32465/George-Francomb,2009,2024,"DF,MF","AFC Wimbledon, Crawley Town, Dorking Wanderers FC, Hibernian, Barnet",No
Connor Franklin,https://fbref.com/en/players/1a4c86e8/Connor-Franklin,2016,2021,DF,Solihull Moors,No
Ella Franklin-Fraiture,https://fbref.com/en/players/d80abd90/Ella-Franklin-Fraiture,2020,2021,DF,Aston Villa,No
Fraser Franks,https://fbref.com/en/players/4039f3ef/Fraser-Franks,2010,2019,DF,"Stevenage, Luton Town, Newport County, AFC Wimbledon, Welling United, Hayes & Yeading United",No
Jonathan Franks,https://fbref.com/en/players/e2fe6cec/Jonathan-Franks,2008,2018,"FW,MF","Hartlepool United, Ross County, Middlesbrough, Yeovil Town, Wrexham",No
Leigh Franks,https://fbref.com/en/players/f059caeb/Leigh-Franks,2010,2013,DF,"Alfreton Town, Oxford United",No
Oliver Fraser,https://fbref.com/en/players/949e0275/Oliver-Fraser,2025,2026,MF,Maldon & Tiptree FC,Yes
Stuart Fraser,https://fbref.com/en/players/dd51c889/Stuart-Fraser,2002,2003,GK,Luton Town,No
Tommy Fraser,https://fbref.com/en/players/18f09529/Tommy-Fraser,2006,2012,MF,"Brighton & Hove Albion, Port Vale, Barnet",No
Kyle Fraser-Allen,https://fbref.com/en/players/b20bcf39/Kyle-Fraser-Allen,2008,2010,MF,,No
Ryan Fraughan,https://fbref.com/en/players/7c3c9068/Ryan-Fraughan,2009,2012,MF,"Tranmere Rovers, Stockport County",No
Elliott Frear,https://fbref.com/en/players/d35e3468/Elliott-Frear,2011,2021,MF,"Forest Green Rovers, Motherwell, Salisbury City, Exeter City, Heart of Midlothian",No
Miguel Freckleton,https://fbref.com/en/players/902504f3/Miguel-Freckleton,2022,2026,DF,"St Mirren, Swindon Town, Chesterfield, Wealdstone FC, Yeovil Town",Yes
Lee Frecklington,https://fbref.com/en/players/fa75c4ca/Lee-Frecklington,2004,2020,MF,"Rotherham United, Lincoln City, Peterborough United",No
Ryan Fredericks,https://fbref.com/en/players/c067631c/Ryan-Fredericks,2011,2023,DF,"Fulham, West Ham United, Middlesbrough, Millwall, Bournemouth, Bristol City, Brentford, Tottenham Ho",No
Tyler Fredricson,https://fbref.com/en/players/58630379/Tyler-Fredricson,2021,2026,DF,"Manchester United U21, Manchester United",Yes
Harry Freedman,https://fbref.com/en/players/a689ade8/Harry-Freedman,2018,2019,MF,,No
Harry Freedman,https://fbref.com/en/players/fad48cbe/Harry-Freedman,2020,2022,MF,,No
Charlie Freeman,https://fbref.com/en/players/19c75835/Charlie-Freeman,2016,2019,GK,,No
John Freeman,https://fbref.com/en/players/dc5d2075/John-Freeman,2019,2022,MF,"Woking, Milton Keynes Dons",No
Luke Freeman,https://fbref.com/en/players/636b64cd/Luke-Freeman,2007,2024,"FW,MF","Bristol City, Queens Park Rangers, Stevenage, Luton Town, Nottingham Forest, Sheffield United, Yeovi",No
Nick Freeman,https://fbref.com/en/players/ec480591/Nick-Freeman,2016,2025,"DF,MF","Wycombe Wanderers, Stevenage, Leyton Orient",Yes
Sam Freeman,https://fbref.com/en/players/dcb5e3b3/Sam-Freeman,2023,2024,GK,,No
Ethan Freemantle,https://fbref.com/en/players/a7c90ca8/Ethan-Freemantle,2021,2024,FW,,No
Chris Freestone,https://fbref.com/en/players/bc5ee3a8/Chris-Freestone,1995,1997,FW,Middlesbrough,No
Lewis Freestone,https://fbref.com/en/players/55a60af5/Lewis-Freestone,2016,2026,DF,"Stevenage, Cheltenham Town, Peterborough United, Brighton & Hove Albion U23",Yes
Rocco Fregapane,https://fbref.com/en/players/ad24e536/Rocco-Fregapane,2019,2020,MF,,No
Michael Freiter,https://fbref.com/en/players/cff25176/Michael-Freiter,2014,2015,MF,,No
Ben Frempah,https://fbref.com/en/players/25edc706/Ben-Frempah,2014,2019,DF,"Ross County, Guiseley",No
Benedict Frempah,https://fbref.com/en/players/b8f2e287/Benedict-Frempah,2021,2022,DF,,No
Harry French,https://fbref.com/en/players/e1cf44dd/Harry-French,2023,2026,GK,"Leicester City U21, Boston United",Yes
Sam French,https://fbref.com/en/players/6568e3f1/Sam-French,2018,2021,GK,West Bromwich Albion U23,No
Tyler French,https://fbref.com/en/players/14a23ba8/Tyler-French,2019,2026,"DF,MF","Solihull Moors, Sutton United, Wrexham, Greenock Morton, Bradford City, Dundee, Fylde",Yes
George Friend,https://fbref.com/en/players/4f97147d/George-Friend,2006,2024,"DF,MF","Middlesbrough, Doncaster Rovers, Birmingham City, Exeter City, Bristol Rovers, Wolverhampton Wandere",No
Christian Frimpong,https://fbref.com/en/players/26fe8c80/Christian-Frimpong,2018,2023,DF,Braintree Town,No
Steve Froggatt,https://fbref.com/en/players/35003e24/Steve-Froggatt,1992,2000,MF,"Wolverhampton Wanderers, Coventry City, Aston Villa",No
John Frost,https://fbref.com/en/players/5008a11a/John-Frost,2022,,GK,,No
Stef Frost,https://fbref.com/en/players/c737fb4b/Stef-Frost,2005,2008,"FW,MF",Notts County,No
Tyler Frost,https://fbref.com/en/players/2bffdc2a/Tyler-Frost,2016,2026,MF,"Aldershot Town, Reading U23, Crawley Town, Harrogate Town FC, Havant & Water",Yes
Adam Fry,https://fbref.com/en/players/17f8f104/Adam-Fry,2004,2005,MF,Peterborough United,No
Dael Fry,https://fbref.com/en/players/43e79bbc/Dael-Fry,2015,2026,DF,"Middlesbrough, Rotherham United, Middlesbrough U23",Yes
James Fry,https://fbref.com/en/players/8d6eab4b/James-Fry,2021,2022,DF,,No
Matt Fry,https://fbref.com/en/players/3ae5e618/Matt-Fry,2009,2017,DF,"Braintree Town, Charlton Athletic, York City, Dartford, Gillingham, Bradford City, Eastleigh",No
Max Fry,https://fbref.com/en/players/42252b73/Max-Fry,2024,2026,DF,Southampton U21,Yes
Russell Fry,https://fbref.com/en/players/61b2e043/Russell-Fry,2004,2008,MF,"York City, Halifax Town",No
Matty Fryatt,https://fbref.com/en/players/4980fb08/Matty-Fryatt,2003,2015,FW,"Leicester City, Hull City, Walsall, Nottingham Forest, Carlisle United, Sheffield Wednesday",No
Joe Fryer,https://fbref.com/en/players/2b51ae78/Joe-Fryer,2016,2021,GK,"Stevenage, Hartlepool United, Carlisle United",No
Zeki Fryers,https://fbref.com/en/players/f58d6213/Zeki-Fryers,2011,2023,DF,"Swindon Town, Barnsley, AFC Eskilstuna, Crystal Palace, Tottenham Hotspur, Rotherham United, Standar",No
Ibrahim Fullah,https://fbref.com/en/players/244dacbb/Ibrahim-Fullah,2024,2026,MF,Charlton Athletic,Yes
Ashley Fuller,https://fbref.com/en/players/0bc42be4/Ashley-Fuller,2003,2005,MF,Cambridge United,No
Barry Fuller,https://fbref.com/en/players/423fcbd7/Barry-Fuller,2005,2024,DF,"AFC Wimbledon, Gillingham, Stevenage Borough, Barnet, Dorking Wanderers FC",No
Harold Fuller,https://fbref.com/en/players/650b0d0d/Harold-Fuller,2023,,MF,,No
Josh Fuller,https://fbref.com/en/players/1f2eb4f4/Josh-Fuller,2009,2010,MF,Grimsby Town,No
Henri Fulton,https://fbref.com/en/players/25ebf9df/Henri-Fulton,2017,2018,,,No
Matthew Funnell,https://fbref.com/en/players/41d3034a/Matthew-Funnell,2018,2019,GK,,No
Darnell Furlong,https://fbref.com/en/players/3ec9195b/Darnell-Furlong,2014,2026,"DF,MF","West Bromwich Albion, Ipswich Town, Queens Park Rangers, Swindon Town, Cambridge United, Northampton",Yes
Harrison Furlong,https://fbref.com/en/players/3364f4dc/Harrison-Furlong,2021,2022,MF,Reading U23,No
Paul Furlong,https://fbref.com/en/players/83af4aa2/Paul-Furlong,1994,2011,FW,"Queens Park Rangers, Birmingham City, Watford, Chelsea, Barnet, Luton Town, Kettering Town, Sheffiel",No
Luca Furnell-Gill,https://fbref.com/en/players/3192536f/Luca-Furnell-Gill,2023,2026,DF,Tottenham Hotspur U21,Yes
Dominic Furness,https://fbref.com/en/players/0e067566/Dominic-Furness,2014,,MF,,No
Ben Futcher,https://fbref.com/en/players/aa03517f/Ben-Futcher,2002,2012,DF,"Lincoln City, Bury, Peterborough United, Grimsby Town, Boston United, Mansfield Town, Oldham Athleti",No
Jamal Fyfield,https://fbref.com/en/players/321a93d5/Jamal-Fyfield,2010,2025,"DF,MF","Boreham Wood, York City, Gateshead, Wrexham, Welling United, Braintree Town, Grimsby Town",Yes
Ben Fyles,https://fbref.com/en/players/dedc054f/Ben-Fyles,2020,2024,DF,Blackburn Rovers U21,No
Marco Gabbiadini,https://fbref.com/en/players/62eb5084/Marco-Gabbiadini,1996,2004,FW,"Derby County, Northampton Town, Hartlepool United, Stoke City",No
Jordan Gabriel,https://fbref.com/en/players/5d3ec9c5/Jordan-Gabriel,2019,2026,"DF,MF","Port Vale, Blackpool, Scunthorpe United, Nottingham Forest",Yes
Ralston Gabriel,https://fbref.com/en/players/e3704717/Ralston-Gabriel,2018,2019,MF,Boreham Wood,No
Ricky Gabriel,https://fbref.com/en/players/c8789178/Ricky-Gabriel,2018,2019,DF,"Braintree Town, Maidenhead United",No
Alexa Gabrielle Ben,https://fbref.com/en/players/82cf076f/Alexa-Gabrielle-Ben,2018,2019,MF,,No
Matt Gadsby,https://fbref.com/en/players/5f87ede0/Matt-Gadsby,2001,2004,DF,"Kidderminster Harriers, Walsall, Mansfield Town",No
Kevin Gage,https://fbref.com/en/players/d9c359b5/Kevin-Gage,1990,1994,MF,"Sheffield United, Hull City",No
Chris Gaghan,https://fbref.com/en/players/1f3cf43e/Chris-Gaghan,2014,2015,FW,,No
Roberto Gagliardi,https://fbref.com/en/players/c42859e6/Roberto-Gagliardi,2015,2016,GK,,No
Brian Galach,https://fbref.com/en/players/43ed29c0/Brian-Galach,2018,2021,FW,,No
David Galbraith,https://fbref.com/en/players/f94b0c8c/David-Galbraith,2004,2007,MF,"Boston United, Northampton Town",No
Terry Galbraith,https://fbref.com/en/players/40a06b6b/Terry-Galbraith,2019,2020,DF,,No
